,document,count_sents,all_passives,passive_count,passive_sents_count,passive_percentages,binary,doc_id,file_name,date
341,"you have the Welfare of Roger so much at Heart, you seem to exult with the Prospect of his Conversation, when his Chambers are furnish'd, in the Stall;",1,,0,0,0,0,26,CorpusOne_text_files/text_1744_05_21_row_26.txt,1744_05_21
342,"and I think this is really the Case, since you pay your Adoration to him with more Ardency than ever you did to your Maker;",1,,0,0,0,0,26,CorpusOne_text_files/text_1744_05_21_row_26.txt,1744_05_21
343,"and I made no Doubt, in a Year or two (if your Favourite should have his Health and you have laid your two Heads together) we shall certainly hear of a Plot, or something dangerous to the Society of Yahoo's but least I should swell this to too great a Bulk, I only caution you by all Means not to learn Roger to write, lest he shou'd communicate the Substance of your most profound Speculations and elaborate Studies, which would much contribute to degrade the Species of which you are Chief.",2,,0,0,0,0,26,CorpusOne_text_files/text_1744_05_21_row_26.txt,1744_05_21
344,"But let him be well fed, and attended suitable to the Dignity of a [ ] of Stono, and by this you will merit the Esteem of Roger's illustrious Family.",1,,0,0,0,0,26,CorpusOne_text_files/text_1744_05_21_row_26.txt,1744_05_21
345,"I am, &c.",1,,0,0,0,0,26,CorpusOne_text_files/text_1744_05_21_row_26.txt,1744_05_21
346,YAHOO,1,,0,0,0,0,26,CorpusOne_text_files/text_1744_05_21_row_26.txt,1744_05_21
347,"On Monday last arrived here, with his Lady, JOHN LLOYD, Esq;",1,,0,0,0,0,27,CorpusOne_text_files/text_1745_07_06_row_27.txt,1745_07_06
348,"whom His Majesty hath lately been pleas'd to appoint Governor of Castel Johnson: On Thursday his Commission was read in the said Castle, followed by a Discharge of the Artillery.",2,was read,1,1,0.5,1,27,CorpusOne_text_files/text_1745_07_06_row_27.txt,1745_07_06
349,"A Conspiracy amongst some of our Negroes [ ] in the Country, was discovered last Week, one is executed, and, we hear, more where are on their Tryal.",1,"was discovered,is executed",2,1,1,1,27,CorpusOne_text_files/text_1745_07_06_row_27.txt,1745_07_06
350,"The [ ] from Cooper to Ashley River, (when which is finished this Town will be surrounded with Water) a new Powder [ ], several Bastions and other Works, for the better Security and Defence of the Town in case of an Invasion from the French and Spaniards;",1,"is finished,will be surrounded",2,1,1,1,27,CorpusOne_text_files/text_1745_07_06_row_27.txt,1745_07_06
351,"are carrying on with the utmost Diligence, a great Number of Hands being employ'd for that Purpose",1,,0,0,0,0,27,CorpusOne_text_files/text_1745_07_06_row_27.txt,1745_07_06
352,"The humble ADDRESS and REPRESENTATION of the Council and  Assembly of the Island of JAMAICA.  Most Gracious Sovereign,  WE your Majesty's most Dutiful and Loyal Subjects, the Council and Assembly of your Majesty's Island of Jamaica ;",2,,0,0,0,0,28,CorpusOne_text_files/text_1749_06_19_row_28.txt,1749_06_19
353,"crave Leave to approach your Royal Throne, being convinced we should be wanting in that Duty we owe your Majesty, and the Trust reposed in us, if we did not take the earliest Occasion of laying before your Majesty those Burthens which disturb the happiness of your People, and threaten Ruin and Destruction to a Colony of such Importance to your Majesty's Government.",1,being convinced,1,1,1,1,28,CorpusOne_text_files/text_1749_06_19_row_28.txt,1749_06_19
354,"The Expence in supporting that just and necessary War, which your Majesty engaged in for vindicating the Trade of your Subjects, and supporting the Liberty and Independancy of Europe, called upon us to bear a Part of that Burthen, which we did with a Warmth and Chearfulness disproportioned to our Abilities, and as we apprehend in a much greater Degree than the rest of your Subjects.",1,,0,0,0,0,28,CorpusOne_text_files/text_1749_06_19_row_28.txt,1749_06_19
355,"These were our Efforts whilst we were labouring under an Additional Duty on MolassesSpirits, which, though unavoidable from the Exigency of the Times, does in a most grievous Manner affect the Inhabitants in general, but more particularly the poorer Sort, and prevents the Cultivations of the unsettled Lands, it being evident that Sugar produced from new Lands, abounds with a greater Proportion of Syrup, than that raised from old Plantations.",1,,0,0,0,0,28,CorpusOne_text_files/text_1749_06_19_row_28.txt,1749_06_19
356,"And whilst we were under the pressure of that Duty, we had the Mortification to find ourselves subjected to a further Tax of One Shilling and Sixpence per Hundred imposed the last Session of Parliament upon all sugar produced from your Majesty's Colonies, which we fear, if continued, must in the End transfer that valuable Commodity to our great Rivals in Trade, the natural Enemies of your Majesty's Crown and Government.",1,,0,0,0,0,28,CorpusOne_text_files/text_1749_06_19_row_28.txt,1749_06_19
357,"Permit us further, most Gracious Sovereign, to represent our just apprehension of a further Distress arising from the Interruption of a free Navigation in these Seas, being informed that the Spaniards, our dangerous and jealous Neighbours, have detained, and searched on the high Seas, a Vessel belonging to your Majesty's Subjects, bound to this Island, as may appear by two Affidavits, which we humbly beg leave to lay before your Majesty.",1,being informed,1,1,1,1,28,CorpusOne_text_files/text_1749_06_19_row_28.txt,1749_06_19
358,"These, Royal Sir, are Melancholly Truths, and the true Causes of our Distress.",1,,0,0,0,0,28,CorpusOne_text_files/text_1749_06_19_row_28.txt,1749_06_19
359,"From these Causes arise our want of Money, and Credit, both at home and abroad.",1,,0,0,0,0,28,CorpusOne_text_files/text_1749_06_19_row_28.txt,1749_06_19
360,"From thence the scarcity of Inhabitants in a Country so extensive and so happily situated for Trade may easily be accounted for, notwithstanding the great Encouragement given by our Laws every white Person shall become a Settler.",1,be accounted,1,1,1,1,28,CorpusOne_text_files/text_1749_06_19_row_28.txt,1749_06_19
361,"From these a further Desertion of our Island is to be justly apprehended, and under such Circumstances, we cannot think of any other Means of Security, then an immediate Protection from your majesty's great Care and Tenderness of your Subjects.",1,be justly apprehended,1,1,1,1,28,CorpusOne_text_files/text_1749_06_19_row_28.txt,1749_06_19
362,"These Considerations oblige us to renew our Applications to your Majesty for another Regiment of Soldiers to guard and defend us: Daily apprehensive of an Insurrection of our Negroes , and thereby in Danger of loosing whatever in our distress'd Condition remains valuable.",1,,0,0,0,0,28,CorpusOne_text_files/text_1749_06_19_row_28.txt,1749_06_19
363,"We therefore do most humbly beseech your Majesty to take into your Royal Consideration this our humble Address and Representation, and that you will be pleased to grant us such Relief as is [ ] to your Majesty's great Goodness and Wisdom.",1,,0,0,0,0,28,CorpusOne_text_files/text_1749_06_19_row_28.txt,1749_06_19
364,"Kingston , JAMAICA, July .",1,,0,0,0,0,29,CorpusOne_text_files/text_1750_09_03_row_29.txt,1750_09_03
365,"We hear from Curraws  [Curaçao] that they have lately had an Insurrection by the Negroes there, which was however soon suppressed;",1,was however soon suppressed,1,1,1,1,29,CorpusOne_text_files/text_1750_09_03_row_29.txt,1750_09_03
366,and that upwards of  of the Ringleaders were already executed.,1,were already executed,1,1,1,1,29,CorpusOne_text_files/text_1750_09_03_row_29.txt,1750_09_03
367,"ADMIRSLTYOFFICE, May , .",1,,0,0,0,0,30,CorpusOne_text_files/text_1750_09_24_row_30.txt,1750_09_24
368,"Hague, May .",1,,0,0,0,0,30,CorpusOne_text_files/text_1750_09_24_row_30.txt,1750_09_24
369,"A Drought is order in be made of one Man or Company, and one Serjeant and one Corporal per Battalion, of the national Troops in the Service of the States General.",1,in be made,1,1,1,1,30,CorpusOne_text_files/text_1750_09_24_row_30.txt,1750_09_24
370,"This Detachment is to be sent to Surinam, in order to suppress an Insurrection which their High Mightinesses have been informed has happened among the Negroes in that Colony, and in which one of the most considerable plantations has been ravaged, and all the white People belonging to it murdered.",1,"be sent,have been informed,has been ravaged",3,1,1,1,30,CorpusOne_text_files/text_1750_09_24_row_30.txt,1750_09_24
371,"Besides the Draught, which 'tis computed will amount to about  Men, the Proprietors are to send over a Body of  Men at their own Expence, and all the Half Pay Officers, who are willing to go over with those Troops are immediately to be put upon full Pay.",1,be put,1,1,1,1,30,CorpusOne_text_files/text_1750_09_24_row_30.txt,1750_09_24
372,"It is now said that the Prince Stadtholder's Journey to Zealand, which has been talked of for some time, will certainly take Place in about three Weeks, when the States of that Province are to reassemble.",1,"is now said,has been talked",2,1,1,1,30,CorpusOne_text_files/text_1750_09_24_row_30.txt,1750_09_24
373,"Mr. TIMOTHY,  I WAS in company the other day with some gentlemen from town, when the discourse turned on the negro bill now on the carpet.—I was not surprised at the objections that were made, because the planter and merchant think themselves equally concerned to prevent its going down.",1,were made,1,1,1,1,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
374,"Men will always make use of a thousand frivolous excuses, to avoid taking the best measures for securing their property;",1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
375,"because the majority will always embrace a present gain, to their future and permanent interest.",1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
376,"The legislature will think differently from them: they know, there is hardly a society of men, who do not think the whole prosperity of a nation depends upon their single fate;",1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
377,"so that should they at any time be consulted, their answers will be mysterious, partial, and inclining with a strong bias to their own emolument.",1,be consulted,1,1,1,1,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
378,"I am no so old, or so weak, as to suffer myself to be surrounded with fears and suspicions, or startled at distant dangers, yet I think our situation alarming: Heaven knows our military capacity is not very great: and our numbers are so inconsiderable that should a general defection happen, we might easily be served, as Gulliver did geese and turkies when he lived among the Lilliputians.",1,"be surrounded,be served",2,1,1,1,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
379,"Whenever a Law is to be passed, I taken it but one consideration is to be made, ""whether it will be for the interest of the whole."" Individuals must be thrown aside: for, in applying remedies to the evils of government, some private men must suffer;",2,"be passed,be made,must be thrown",3,2,1,1,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
380,"they who introduce those evils will, and it is intended they should.",1,is intended,1,1,1,1,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
381,"It is said, that an increase of inhabitants is an addition of strength and riches.",1,is said,1,1,1,1,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
382,"Among a free people it is undoubtedly true: but where Slavery is allowed, exceptions are to be made.",1,"is allowed,be made",2,1,1,1,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
383,"An increase of negroes adds to the riches of a country, only where they are so employed as to bring in a reasonable profit to the master;",1,are so employed,1,1,1,1,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
384,"otherwise they become a burden: they never can add to the strength of a people, but subject it to perpetual dangers, which will always be greater, according to the disproportion.",1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
385,"Now the difference of the number of whites and blacks, and the present situation of our planters, sufficiently evinces, we labour under both these difficulties.",1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
386,"The arguments which, as the company informed me, were made use of, against the bill.",1,were made,1,1,1,1,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
387,"turn upon the inconveniences that will arise to particulars: many of them are so nearly alike, that in my answer to them, you must not be surprised, if I sometimes am guilty of repetitions, and make use of reasons that carry the same appearance.",1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
388,"I could have been less prolix, and much shorter in my remarks: but, as I have the thing at heart, I chose to imitate them in this disuse way;",1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
389,"because I know when men are almost determined upon a point, they must have the inconveniences often repeated, in order to deter them from that determination.",1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
390,.,1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
391,It will tend towards decreasing our white inhabitants.,1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
392,The great disproportion between whites and blacks daily increasing when an unlimited importation of negroes is allowed.,1,is allowed,1,1,1,1,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
393,I am a little surprised that this objection should be started in case a temporary prohibition should take place.,1,should be started,1,1,1,1,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
394,"It is a misfortune for the province, the people are too much disposed to do every thing by negroes which can be done by them.",1,can be done,1,1,1,1,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
395,Private avarice makes us blind to the true interest of our country.,1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
396,"Each individual will have tradesmen among his slaves , to the great discouragement of whites of an inferior order, whom of all other men we stand most in need of.",1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
397,"Now, if the number of negroes were lessened;",1,were lessened,1,1,1,1,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
398,if they were not suffered to increase;,1,were not suffered,1,1,1,1,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
399,"necessity at length would oblige us to take them for the cultivation of our lands, necessity would oblige us to call in more tradesmen of all kinds;",1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
400,nor would there be any difficulty in inticing them over: there are as many indigent and unemployed hands in England as ever;,1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
401,"but the spirit and activity which was once seen among them is loft, because the alluring prospect of an easily livelihood is now no more.",1,was once seen,1,1,1,1,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
402,"No man will deny, that the security and wealth of a nation consists in the number of its middling men of a free condition , and a gradual and imperceptible transition from the highest to the lowest.",1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
403,If this pernicious disposition of importing such quantities of slaves ;,1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
404,"if this sordid method of bringing them up to trade of all kinds continues, this gradation will be impossible: in a little time, our province will consist chiefly of a few planters and merchants, subject to the insurrections of salves, because numerous and disaffected.",1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
405,"II. That the possibility of the planter's extricating himself from the debt contracted for negroes, in one or two lucky crops, is a sufficient inducement for purchase frog a greater number.",2,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
406,"It is an observation which seldom falls under the eye of the people, but which it is supposed every legislative power is acquainted with, ""that the ignorance, the negligence, the prodigality and unavoidable misfortunes which surround mankind, must always subject the greater part of them to distressing circumstances."" For these reasons, civil societies form laws to lessen those evils which they cannot eradicate.",2,"is supposed,is acquainted",2,1,0.5,1,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
407,"Now, if a spirit of planting, like an epidemical disease, spreads itself all around;",1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
408,"surely the wisdom of our senators would deserve the highest applause, should they endeavour to put a stop to it.",1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
409,"the mechanic, the little tradesman, sets out with a view of getting a livelihood by his labour;",1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
410,"if that is comfortable, he is satisfied: But the merchant, the planter, they have a more extensive prospect, they intend amassing a fortune : The bait is more alluring;",2,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
411,their conduct is to be the more narrowly watched.,1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
412,"Unless a planter can set out upon his own bottom, the amazing height of interest is such, that he must make sixteen per cent of his money in order to clear eight;",1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
413,"and this is what the most sanguine of them cannot expect, tho' thoroughly acquainted with their business.",1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
414,"the success of a few plantations can be no objection to what I have advanced, as I talk of the whole body.",1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
415,"And when men launch out beyond their fortunes , in affairs that depend upon chance and accidents, as the planter does;",1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
416,"they enter upon what is destructive to society, and ought not to be allowed in a well regulated state: the greater part of them must sail, their fall will not be alone, many will be involved with him;",1,be allowed,1,1,1,1,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
417,"for as he finds his fortune decrease, like the spirited gambler upon the brink of destruction, he will venture any sum, if you permit him, upon the single throw of a die, because there is a distant prospect of succeeding;",1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
418,but no wise man will approve of his conduct.,1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
419,"III. That it will be driving our young people out of the country, to places where negroes and lands are cheaper.",2,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
420,"The intention of a negro act is, to prevent a growing inconvenience.",1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
421,"It is shrewdly suspected the planters have gone more than one step too far, and an attempt is about to be made to prevent others from falling into the same mistake.",1,"is shrewdly suspected,be made",2,1,1,1,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
422,"Human affairs are so complicated, that I believe some ill consequences attend almost every salutary measure of government: and should a few young men of overheated imaginations, and wild notions of aggrandizing their fortunes elsewhere, be induced to leave the province because such a act does take place;",1,be induced,1,1,1,1,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
423,"yet a fear of this kind ought not to work upon the mind of any man: his folly would be equal to those, who would prevent an importation of wine, because a few rakes would get drunk with it.",1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
424,Besides.,1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
425,I do not see that this selftransportation of our youth would be the consequence: young fellows of fortune will still find it worth their while to enter into the planting business.,1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
426,"But, says the objector, this is suffering a few individuals to monopolize the landed interest.",1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
427,Ne factor ulira crepodam is a maxim.,1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
428,"If a considerable sum of money is requisite for any employment, in a country where interest is high, men of small fortunes ought not to think of entering into it.",1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
429,"In whatever station of life fortunes have been made, mens eyes have been dazzled with the prospect;",1,"have been made,have been dazzled",2,1,1,1,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
430,"they will venture beyond what reason dictates: but it becomes the public to check their impetuosity, and to prevent industry from loading itself beyond what it can bear.",1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
431,Now when young men of small fortunes see so many difficulties attending the cultivation of lands;,1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
432,"when they see the high interest on one side, and the high price of negroes on the other, I do not imagine it follows, that they will leave the province.",1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
433,"This is supposing the spirit of planting is an incurable disease, and therefore not to be attempted.",1,be attempted,1,1,1,1,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
434,Such a support on would be pernicious to the greatest degree.,1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
435,"I am rather apt to think, those of a sufficient fortune would enter into the different branches of trade;",1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
436,"those who have less, will undoubtedly apply themselves to the lower employments, which we should always endeavour to encourage.",1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
437,"Men who live at home in any tolerable degree of affluence, will never leave their friends and families where they are fixed and settled, to go in search of an interest that at best is precarious.",1,are fixed,1,1,1,1,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
438,"The poorer fort, surely will remain where they are, because a pretty large fun being required to set them up as planters it is morally impossible they can borrow that sum in a country where they are strangers.",1,being required,1,1,1,1,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
439,"Georgia, it is said, can only rival us in planting;",1,is said,1,1,1,1,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
440,"and it is a fact, the rice lands in Georgia are nearly adequate to ours in price;",1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
441,"and the price of negroes will always rise, in proportion to that of the land: there then the same inconveniences will attend them.",1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
442,IV That it will be robbing the province of a considerable duty towards paying of taxes.,1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
443,I take this objection to be exceeding trifling.,1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
444,"In laying duties upon any thing imported into a country, the only consideration that ought to be made is.",1,be made,1,1,1,1,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
445,"""Whether it will be for the advantage of the community."" If it is found that it will, the duty is to be as light as possible;",2,is found,1,1,0.5,1,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
446,"if not, a total prohibition, or an addition that will amount to the same thing, ought to take place.",1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
447,But I cannot see how the public can suffer;,1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
448,"for in a country like ours, where the higher rank of men are brought up to no employments, but trade, planting, and the law, no duty will prevent them from purchasing;",1,are brought,1,1,1,1,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
449,"and the additional sum that is laid upon them, will make amends for the smaller number that will be sold.",1,"is laid,will be sold",2,1,1,1,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
450,V.,1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
451,"That it will throw the rubes of the country into the bands of a few, and promote usury.",1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
452,"How an act which is to prevent men from running in debt, and to enable them the sooner to discharge that debt, can promote usury, I cannot conceive.",1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
453,"I can easily foresee, if negroes are to be brought into the country upon the tooting they now are, an usury (if I may so call it) of the most dangerous consequence would ensue.",1,be brought,1,1,1,1,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
454,"It is the interest of the planter to steer clear from the clutches of the merchant: if he once involves himself there, he is hampered: he can no longer demand an equal consideration for his rice, but must be reduced to the necessity of taking whatever the merchant offers, in order to discharge the debt he owes him: if he refuses, his ruin in inevitable;",1,"is hampered,must be reduced",2,1,1,1,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
455,his negroes and plantation are sized;,1,are sized,1,1,1,1,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
456,his scheme of making his fortune is overturned;,1,is overturned,1,1,1,1,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
457,"and that bubble, which he has taken so much pains to blow up, will now be broke.",1,be broke,1,1,1,1,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
458,This is far from being a chimera: the principles of trade are not very generous.,1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
459,We know that all bodies of men act upon interested movies;,1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
460,and the welfare of the little society to which they belong taken entire possession of their thoughts.,1,belong taken,1,1,1,1,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
461,"A combination so backed by interest, is to be feared with the greatest reason.",1,be feared,1,1,1,1,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
462,"Experience tells us, it was so in this very province not long ago: and the planter, after labouring for some time under these very disadvantages, with the greatest good fortune, emerged from the difficulties that were likely to overwhelm him.",1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
463,"VI. That it cannot be said the planter runs in debt, as the negro is an equivalent.",2,be said,1,1,0.5,1,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
464,At the time of the purchase no doubt he is;,1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
465,"but unless the profits of planting exceed the interest of money, his fortune must decline: the incertainty of life, diseases, the hardship of labour, and the gradual decay of nature, perpetually lessens the principal (for so I call slaves ) of the planters: and were it not clear, their debts were increasing to a prodigious degree, an attempt for a law of this kind would never have been undertaken, however salutary it might be, not only for the interest by the safety of the province.",1,have been undertaken,1,1,1,1,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
466,"VII. That it will be the making of Georgia, to our destruction.",2,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
467,If that province was subject to a foreign power;,1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
468,if they could get the materials fro the cultivation of lands cheaper;,1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
469,if the interest of money was lower than with us;,1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
470,if their industry was greater;,1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
471,"then we might entertain apprehensions of danger: but when we reflect the same ships which we have, must supply them;",1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
472,"when we reflect they must have recourse to the same markets, for things they stand in need of, and at the same price;",1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
473,"when we consider they are less capable of giving that price, because they have less money;",1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
474,"when we consider, the negro merchant cannot afford to sell Irish negroes for less than he does to us and unless we make this supposition, we must acknowledge ourselves to be vilely imposed upon) these notions are vain, and not to be regarded.",1,"be vilely imposed,be regarded",2,1,1,1,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
475,"The time which is allotted for the continuance of the act is so short, they can make no progress before we shall be upon the footing we now are;",1,is allotted,1,1,1,1,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
476,and this I think will prevent any man in his senses from deserting his country;,1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
477,and projectors and madmen we ought to be glad to get rid of.,1,get rid,1,1,1,1,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
478,VIII. That it is ingratitude to our mothercountry.,2,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
479,"There are a sufficient number of markets in America, equally good, to take off all the salves exported from Africa.",1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
480,"wherever they are sold, they must be supported and maintained.",1,"are sold,must be supported and maintained.",2,1,1,1,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
481,"Neither ther negro merchant, the shipping, or the manufactures of GreatBritain, would suffer from a total prohibition;",1,,0,0,0,0,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
482,"from a temporary one of two or three years: it is unworthy their notice: But the good of one of his majesty's most flourishing provinces, is to be regarded before the trifling advantage of a private set of men;",1,be regarded,1,1,1,1,31,CorpusOne_text_files/text_1761_06_13_row_31.txt,1761_06_13
