"doc_id","file_name","sentence","date"
"300","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1773_11_04_row_300.txt","The Knowledge of this considerable Reinforcement to them did not arrive here till many Days after the Army marched from hence sent to quell them.","1773_11_04"
"300","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1773_11_04_row_300.txt","This Army amounted only to , Men, but they were veteran Troops, and had a Train of Artillery.","1773_11_04"
"300","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1773_11_04_row_300.txt","They met with some Success at first, taking the Town of Precop from the Rebels;","1773_11_04"
"300","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1773_11_04_row_300.txt","but at last were drawn out to venture a general Engagement, near the City of Bachiferal, where they received a total Defeat, above , being killed and wounded, and  made Prisoners.","1773_11_04"
"300","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1773_11_04_row_300.txt","The rest, being Horse, escaped to Precop, and from thence have just arrived here with the Intelligence."" August.","1773_11_04"
"300","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1773_11_04_row_300.txt","The Tranquillity of the present Times is urged (by those who are dissatisfied with the Measures of Government) as a Reason why so considerable an Army, as that now in Pay, is unnecessary, expensive, and dangerous;","1773_11_04"
"300","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1773_11_04_row_300.txt","but if we examinee little what this Tranquillity is owing to, it will Appear that the Wisdom of our Ministers (though some People will not allow them a Grain of Sense) and the Dread of our Arms, has procured us this invaluable Blessing.","1773_11_04"
"300","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1773_11_04_row_300.txt","It is ridiculous to imagine that so reign Princes would long suffer us to enjoy our present Happiness, if they did not tear to molest us.","1773_11_04"
"300","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1773_11_04_row_300.txt","The best Laws are ineffectual, without a Power to enforce the Execution of them;","1773_11_04"
"300","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1773_11_04_row_300.txt","and it is in yam to talk of the Excellency of a Constitution, when a sufficient Force is wanting to protect that Constitution.","1773_11_04"
"300","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1773_11_04_row_300.txt","The Soldier must be a Safeguard to the Legislator, though subject to the Laws.","1773_11_04"
"301","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_01_13_row_301.txt","By several recent dispatches from Paris we learn that something bordering upon a revolution has been attempted at Versailles;","1774_01_13"
"301","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_01_13_row_301.txt","and the courts of Vienna, Madrid, and Turin, were at the bottom of it.","1774_01_13"
"301","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_01_13_row_301.txt","The objects of this combination, or conspiracy, were two that is either to have forced the King of France instantly to declare war against Great Britain, or, in case of refusal, to have seized his person.","1774_01_13"
"301","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_01_13_row_301.txt","The dispatches actually mention that the Duke de Broglio absolutely told his Majesty that he would go to Turin as ambassador extraordinary, and that the Count de Guignes must and should depart that very instant for the court of Great Britain.","1774_01_13"
"301","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_01_13_row_301.txt","Happily for the King, the Duke d' Aguillon, who had previously intimated to his Majesty the general outline of his conspiracy, had obtained a letter de cachet a few minutes before these hold demands upon the King were made by the Duke de Broglio;","1774_01_13"
"301","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_01_13_row_301.txt","when the King seeing the necessity of seeming to give way to the Duke de Broglio, pretended to yield himself up entirely to him.","1774_01_13"
"301","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_01_13_row_301.txt","The Duke de Broglio, overjoyed with this conquest, was going from the King's apartments;","1774_01_13"
"301","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_01_13_row_301.txt","but to his great astonishment, was presented with the letter de cachet in less than a minute de par la roy.","1774_01_13"
"301","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_01_13_row_301.txt","The denouncement of this plot seems to account for Lord Stormont's long absence from the court of Versailles;","1774_01_13"
"301","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_01_13_row_301.txt","for had it succeeded, and had Lord Stormont been there on the spot, it is far from being improbable but his person or at least his papers, would have been seized.""","1774_01_13"
"302","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_04_11_row_302.txt","LOWERELBE, (Germany) January .","1774_04_11"
"302","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_04_11_row_302.txt","AN insurrection in Russia is at present the topic of every conversation.","1774_04_11"
"302","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_04_11_row_302.txt","It seems to have happened in the most critical Time, when fresh troops sere greatly wanted;","1774_04_11"
"302","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_04_11_row_302.txt","for by this unhappy event they are not only disabled from casing any new troops, but have been obliged to recal many regiments that were upon their march to Moldavia;","1774_04_11"
"302","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_04_11_row_302.txt","and the troops which were cantoned about Warsaw, have received sudden orders to march to Petersburg.","1774_04_11"
"302","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_04_11_row_302.txt","It is suspected that many of the principal men in the empire will lay hold of this opportunity, and that a total revolution will be the consequence of it.","1774_04_11"
"302","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_04_11_row_302.txt","In the mean time couriers to Vienna, Berlin, and Copenhagen, from Petersburg, are more frequent than ever;","1774_04_11"
"302","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_04_11_row_302.txt","and the current reports are very disagreeable","1774_04_11"
"303","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_04_21_row_304.txt","Extract of a Letter from Petersburg, February .","1774_04_21"
"303","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_04_21_row_304.txt","""It is really amazing to see the Disturbance which now reigns in this Capital.","1774_04_21"
"303","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_04_21_row_304.txt","The Idea of a Revolution has raised such a Number of Parties, has caused such Dissention, that every Thing wears the Appearance of Commotion and Strife.","1774_04_21"
"303","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_04_21_row_304.txt","We have just now received some Adives from Moscow, that the Rebels in Casan, Beroskier, &c.","1774_04_21"
"303","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_04_21_row_304.txt","are daily increasing, and are headed and encouraged by most of the principal Persons of Quality in those Provinces;","1774_04_21"
"303","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_04_21_row_304.txt","amongst whom is a brave and very experienced Officer, General Polarissu.""","1774_04_21"
"304","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_06_17_row_303.txt","Extract of a letter from an Officer in the Russian army, sent against the Rebels of Casan, &c.","1774_06_17"
"304","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_06_17_row_303.txt","dated at Moscow, February , .","1774_06_17"
"304","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_06_17_row_303.txt","""I have just arrived here with a part of horses from the detachment under General Bibicow, (which is now lying encamped on the banks of the river Wolga, near the city of Casan, where the rebels have now their head quarters) to hasten our artilery and ammunition, in order to make an attack on that city, which cannot hold out long against us, and have taken an opportunity of transmitting as near an account as is possible to be gained of the rebellion, which has drawn out our forces, and threatens in its ultimate consequences much loss and disturbance to the Russian empire.","1774_06_17"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","But the noble Lord says, ""We must now shew the Americans that we will no longer fit quiet under their insults."" Sir, I am sorry to say that this is declamation, unbecoming the character and place of him who utters it.","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","In what moment have you been quiet?","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","Has not your government for many years past been a series of irritating and offish five measures, without policy, principle, or moderation?","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","Have not your troops and your ships made a vain and insulting parade in their streets and in their harbours?","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","It has seemed to be your study to irritate and instame them.","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","You have stimulated discontent into dissatisfaction, and you are goading that dissatistaction into rebellion.","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","Can you expect to be well informed when you listen only to portizans?","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","Can you expect to do justice when you will not hear the accused?","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","Let us consider, Sir, the precedents which are offered to warrant this procceding.�The suspension of the Habeas Corpus Act in �the making smugglers triable in Middlesex, and Scotch rehels in England.","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","Sir, the first was done upon the most pressing necessity, slagrante BeHo, with a dangerous rebellion in the very heart of the kingdom in the second, you well know, it was warranted by the most evident facts;","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","armed bodies of smugglers marched publicly without presentment or molestation from the people of the county of Sussex;","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","who, even to their magistrates were notoriously connected with them.","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","They murdered the officers of revenue, engaged our troops, and openly violated the laws.","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","Experience convinced you, that that the juries of that, and of the counties similarly circumstanced, would never find such criminals guilty;","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","and upon the conviction of this necessity you passed the act.","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","The same necessity justified trying Scotch rebels in England.","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","Rebellion had reared its dangerous standard in Scorland, and the principles of it had so universally tainted that people, that it was manisestly in vain to expect justice from them against their countrymen.","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","But in America not a single act of rebellion has been committed.","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","Let the Crown law officers, who fit by the noble Lord, declare, if they ca that there is upon your table a single evidence of treason or rebellion in America.","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","They know, Sir, there is not one, and yet we are proceeding as if there were a thousand, Having thus proved, Sir, that the proposed Bill is without precedent to support, and without facts to warrant it;","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","let us now view the consequences it is like to produce.","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","A soldier feels himself so much above the rest of mankind, that the strict hand of the civil power is necessary to controul the haughtiness of disposition which superiority inspires.","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","You know, Sir, what constant care is taken in this country to remind the military that they are under the restraint of civil power.","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","In America their superiority is felt still greater.","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","Remove the check of the law, as the Bill intends, and what insolence, what outrage may you not expect Every passion that is not pernicious to society will be let loose upon a people unaccusromed to licentionsness and intemporace, On the one hand will be a people who have been long complaining of oppression, and see in the soldiery those who are to enforce at upon them;","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","on the other an army studiolsly prepossessed with the idea of that people being rebelliouos, unawed by the apprehension of civil controul;","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","and actuated by that arbitrary spirit which prevails even among the best of troops.","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","In this situation the prudent officer will find it impossible to restrain his soldiers, or prevent that provocation which will rouse the tamest people to resistance.","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","The inevitable consequence will be, that you will produce the rebellion you pretend to obviate.","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","I have been bred'a foldies, have served long.","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","I respect the prosession, and live in the strictest libits of friendship with a great many officers;","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","but there is not a country gentleman of you all, who looks upon the army wiltlia more jealous eye, or would more strenuot fly reflit the feeting them above the controut of the civil power: No land is to be trusted is such a situation.","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","It is not the fault of the soldier, but the vice of hurnan nature, which, unbridled by law, becomes insolent and U cebtuiysm wabtibtt violates the peace of society, and tramples upon the rights of human Kind.","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","With respect to those gentlemen who are destined to this service, they are much to be pitied.","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","It is a service, which an officer of feeling and of worth must enter upon with infinite reluctance.","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","A service, in which his only merit must be, to bear much, and to little.","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","With the melancholy prospect before him of commencing a civil war, and embruing his hands in the blood of his fellow subjects;","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","his feelings, his life, his honour are hazarded, without a possibility of any equivalent or compensation.","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","You may perhaps think a law, founded upon this motion, will be his protection.","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","I am mistaken if is will.","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","Who is to execute it?","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","He must be a bold men indeed who makes the attempt.","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","If the people are so exasperated, that it is unsafe to bring the man who has injured them to trial, let the Governor who withdraws him from justice look to himself.","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","The people will not endure it;","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","they would no longer deserve the reputation of being deseended from the loins of Englishmen, if they did endure it.","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","When I stand up as an advocate for America, I feel myself the firmest friend of this country.","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","We stand upon the commerce of America.","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","Alienate your colonies, and you will subvert the foundation of your riched and your strength.","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","Let the banners of rebellion be once spread in America, and you are an undont people.","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","You are unging this desparate, this destructive issue.","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","You are urging it with such violence, and by measures tending so manifestly to that fatal point that, but that a state of madnols could inspiare such an intention, it would appear to be your deliberate purpose.","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","In assenting to your late Bill I resisted the violence of America, at the hazard of my popularity there.","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","I now resist your phrenzy at the same risk here You have changed your ground.","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","you are becoming the aggressors, and offering ht last of human ontrages to the people of America, by subjecting them, in exect, to military execution.","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","I know the vast superiority of your disciplined troops over the provincials;","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","but beware how you supply the want of discipline by desperation.","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","Instead of sending them the olive branch, you have sent there the naked sword.","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","By the olive branch, I mear a repeal of all the late laws, truitless to you, and oppressive to them.","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","Ask their aid in a constitutional manner, and they will give it to the of their ability.","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","They never yet refused ilt, when properly required.","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","Your journals bear the recorded acknowledgments of the real with which they have contributed to the general necessities of the state.","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","What madness is it that prompts you to attempt obtaining that by force which you may more certainly procure by requisition They may be srattered into any thing, but they are too much like yourselves to be driven.","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","Have some indulgence for yur own likeness;","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","respect their sturde English virtue;","1774_07_04"
"305","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_04_row_306.txt","retract your odious exertions of authority, and remember that� the first Step towards making them contribute to your wants, is to reconcile them to your government.","1774_07_04"
"306","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_23_row_305.txt","The Friends of Government (viz.","1774_07_23"
"306","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_23_row_305.txt","Despotism) here, sanding their Patron Hutchinson in the deepest have been handing about an Address to him, applauding his Virtue and publick Spirit, declaring his Letters quite harmless, and imploring his intercession with his Majesty on their behalf, at least that that port might be opened, some of them having talked loudly of giving largely to the Sum proposed to be raised by them to commentate the East India company's loss in their Tea;","1774_07_23"
"306","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_23_row_305.txt","but this Project drags heavily, though, Mr. Hutchinson sent Word to the Town, that in case they would pay only the first cost of the Tea he would engage that every Thing else should be made easy.","1774_07_23"
"306","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_23_row_305.txt","They absolutely tremble with Great Britain;","1774_07_23"
"306","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_07_23_row_305.txt","which, at this critical Season, must bury the Authors of this complicated treasonable conspiracy against the peace and security of the Nation in the Ruins of their own scheme","1774_07_23"
"307","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_08_04_row_307.txt","Pretences and Reasons are totally different.","1774_08_04"
"307","C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1774_08_04_row_307.txt","The Provocations said to be given by our Sister Colony are but the PRETENCES for the exorbitant Severity exercised against her.","1774_08_04"
