newspaper,newspaper_ID_histCommons,printer,date,written_date,year,text,notes,written_date,resistance_tag
The South Carolina Gazette,NA,Peter Timothy,1765_01_19,"January 19, 1765",1765,"Since therefore the Liberty of
the Press is so essential to the
support of our mixed
government; this sufficiently
decides that second question,
Whether this Liberty be
advantageous or prejudicial?
there being nothing of greater
importance in every state than
the preservation of the ancient
government, especially if it be
a free one. But I fain would go
a step farther, and allies, that
such a liberty is attended with
so few inconveniencies, that it
may be claimed as the common
right of mankind, and ought to
be indulged them almost in
every government, except the
ecclestastical, to which in
would prove fatal. We need not
dread from this liberty any such
will consequences as followed
from the harangues of the
popular demagogues of Athens
and tribunes of Rome. A man
reads a news paper alone and
coolly. There is none present
from whom he can catch the
passion by contagion. He is not
hurried away by the force and
energy of action. And should he
be wrought up to ever so
seditious a humour, there is no
violent resolution presented to
him by which he can
immediately vent his passion.
The liberty of the Press,
therefore, however abused, can
scarce ever excite popular
tumults or rebellion. And as to
these murmurs of secret
discontents it may occasion, it
is better they should get vent in
words, that they may come to
the knowledge of the
magistrate before it be too late,
in order to his providing a
remedy against them. Mankind,
it is true, have always a greater
profession to believe a hat is
said to the disadvantage of their
governors, than the contrary;
but this inclination is
inseparable from them, whether
they have liberty or not. A
whisper may fly as quick, and
be as pernicious as a pamphlet.
Nay, it will be more pernicious,
where men are not accustomed
to think freely or distinguish
between truth and falshood",,"January 19, 1765",nonslave
The South Carolina Gazette,NA,Peter Timothy,1765_02_23,"February 23, 1765",1765,"To the PRINTIR.
HA! Mr. Printer, is it come to
this at last! And is there really
nothing in all we have been
lately told, of some great
doings upon the carpet? —
Portugal dreads a Spanish
Spain opens all British letters;
the dock-yards, men of war,
and magazines are strictly
guarded; the king's troops of
attendance doubled; dispatches
upon dispatches received, and
off; men of war sitting out; the
workmen at Portsmouth,
Plymouth, and Chatham,
increased; important
machination at ; extraordinary
cabinet council; boards of trade
and treasury at home; and all
for nothing! This is such a
political humbug, that—but I
have done; for we are
positively told, there is nothing
it; and on my conscience, I am
of opinion that, were another
army of rebels at Derby, and
the French actually landed in ,
we should be told the same
tale. I am, Sir,
Your old correspondent,
THOMAS DIDIMUS",humorous,"February 23, 1765",nonslave
The South Carolina Gazette,NA,Peter Timothy,1765_05_11,"May 11, 1765",1765,"WE are informed, from
authority that seems
pretty good, that a large
body of native Mexicans
joined with some Creole
Spaniards, have lately
revolved from the
Spanish government,
and mace themselves
masters of the capital
(Merida we suppose) of
Mexico; and that they
pursued the viceroy
from thence quite to La
Vera Cruz, which they
have likewise besieged.
This news was bro't by a snow
packet-boat from the last
named port, dispatched to
Monte-Christi, &c. for
assistance to crush this
rebellion.",,"May 11, 1765",nonslave
The South Carolina Gazette,NA,Peter Timothy,1765_08_10,"August 10, 1765",1765,"Letter from Paris, dated the
24th past, bring an account,
that an officer was arrived there
from Hispanio, with dispatches,
who ad vises, that all the
French part of that island was
in the greatest confusion, by the
tyranny and oppression of the
governor cnnt E taing, who had
arrested several of the
singleders of the late mutiny,
and intended to send them to
Old France to be punished. It is
also added, that a
misunderstanding had
happened between the said
count and the governor of the
Spanish part of that island, the
for mer alleging that the latter
and excited the subjects of
France to rebellion which
reflection, it was thought,
would bring on a duel between
the two governors",,"August 10, 1765",nonslave
The South Carolina Gazette,NA,Peter Timothy,1765_08_24,"August 24, 1765",1765,"Private letters from Leghorn
mention, that the naval power
of Paoli is at present so much
superior to any force the
Genoose can sit out against
him, that a resolution has been
taken by the republic to call on
the assistance of France, by
requesting a number of cruisers
on the Corsican station to join
in one general attack on thort of
Centuri, where the rebels were
said to have upwards of 20
armed Vessels.",,"August 24, 1765",nonslave
The South Carolina Gazette,NA,Peter Timothy,1765_09_21,"September 21, 1765",1765,"Eutrct of a letter from a
gentlemen in Lisbon, to his
friend in cork.
""A most traitorous plot formed
for destroying his Most Faithful
Majesty, growing in embrio,
and nearly ripe for execution, is
just discovered. This diabolical
scheme was to have been
effected by pesoning the King,
and a pious nun was to have
administered the dose. Two
priests are convicted as
principals, and have been
executed; several others are in
custody; it is imagined they
will at lease be expelled the
country. The Pope's Nuncio is
ordered to depart the
Portuguese dominions within a
limitted time; but whether it
appears that he had connections
with these friends of Satan, or
that this spirited order was
from other reasons of state, I
cannot learn: It is, however,
generally believed that those
truly good men the Jsults, are at
the bottom of all, and had given
their sanction to the horrid
deed.",,"September 21, 1765",nonslave
The Virginia Gazette,1,Alexander Purdie and John Dixon,1766_03_07,"March  7, 1766",1766,"LONDON, November 14.
THE report of his Royal
Highness the Duke of York
being to be created Lord High
Admiral of Great Britain it
again revived, and that he will
be assisted in the management
of that high department by a
council of Rear Admirals, who
have done honour to the British
flag, both at home and abroad.
We hear that in many churches
on Sunday last the sermons
were judiciously adapted to the
mournful occasion of publick
sorrow, for the loss of his late
Royal Highness the Duke of
Cumberland; and, particularly,
we are told the afternoon
preacher in one parish church,
within the Liberty of
Westminster, paid a just tribute
of praise to the high merits of
that amiable Prince, by saying,
""That his country owed to him
the most eminent services,
particularly by repelling the
invasion of daring rebels; that
he had no friends but the
friends of freedom, nor any
foes but the enemies of his
King, his country, and his
religion; and that his loss was
at this time a great publick
misfortune, when his councils
were so needful for the support
of a tottering state."" Letters from Spain advise that
the Spanish Government had
sent positive orders to the
Governours in Mexico to try all
mild and conciliating means to
reduce the rebels to obedience,
and to avoid rigorous
proceedings as much as
possible.",,"March  7, 1766",nonslave
The Virginia Gazette,1,Alexander Purdie and John Dixon,1766_03_14,"March 14, 1766",1766,"A narrative of the late
horrid murder committed
by George Gidley and
Richard St. Quentin
(both West of England
men) Peter M'Kin (an
Irishman) and Andres
Zekerman (a Dutchman)
late mari on board the
brig the Earl of
Sandwich, belonging to
London, whereof John
Cockeran was Captain;
transmitted by order of
his Excellency the Lord
Lieutenant of Ireland.
THE ship sailed from London,
about the month of June, or
July, 1765, laden with bale
goods, hardware, hats, &c. for
Santa Cruz, at which place they
arrived, discharged their cargo,
and thence sailed to Orataira,
the Cape of Tenerif, one of the
Canary islands, in the Atlantick
ocean, and there took in a cargo
of Madeira wine, raw and
manufactured silk, cochineal,
and a large quantity of Spanish
milled dollars, valued here at
4s. 9d. each, some ingots of
gold, some jewels, and a small
quantity of gold dust; and about
the month of November sailed
from Orataira for London, and
had then on board the said John
Cockeran, Captain; Charles
Pinchent, Mate; peter M'Kinlie,
Boatswain; George Gidley,
Cook; Richard St. Quentin,
Andres Zekerman, and James
Pinchent (brother to the Mate)
mariners, and Benjamin
Gallispsey, the cabin boy; and
there they took on board, as
passengers, one Capt. Glass,
his wise and daughter, with a
servant boy belonging to them.
That before the ship left the
Canaries the said Gidley, St.
Quentin, Zekerman, and
M'Kinlie, entered into a
conspiracy to murder the
Captain, and all the other
persons on board, and to
possess themselves of the
treasure in the ship, which on
their passage they intended
three different nights to
accomplish, but by some
accident or other were
prevented; until at length, on
Saturday the 30th day of
November, at 11 o'clock at
night, the four assassins being
stationed on the night watch,
and the Captain having come
on the quarter deck to see every
thing properly settled, and
returning to his cabin, the said
Peter M'Kinlie seized him, and
held him fast, until George
Gidley knocked him down with
an iron bar, repeated the blows
until he was killed, and then
threw him overboard. Extract of a letter from London.
""On Tuesday, 24th December,
there was a warm debate in the
House of Commons, what
should be done with the
rebellious Americans; for it is
the general opinion that your
opposition has led you into
measures rather too licentious,
though God knows I am no
friend to the Stamp Act. Mr. G
—nv—lle was excessively
warm on the occasion, and
urged that a large force be sent
out to destroy you; to my
amazement 29 of the present
Members concurred with him,
but there were 80 Members
who warmly opposed those
measures; and you may rest
satisfied that every thing will
be settled to your satisfaction
very soon."" Extract of a letter from
Manchester, per packet
""We can now with pleasure
congratulate you on the prudent
measures the new Ministry
have taken; the consequence
we expect will be a restoration
to trade, and will put a stop to
the present commotion. It is
very certain that all the ships of
war have received instructions
not to molest any foreign ships
coming to the islands, or the
continent, with bullion; ""and
that every thing, in matters of
commerce, is to be as formerly,
any rules, orders, or
regulations, made by the
Ministry, notwithstanding.""
This is a copy of the minutes of
the Board of Treasury, which
was sent down to this place by
one of the Lords of the
Admiralty, as a reply to a
memorial sent to said Board by
the chief manufacturers here,
touching the great difficulties
our trade laboured under, from
the late anti-ministerial orders.
We therefore hope that trade
will once more flourish, and
that we may live to see a total
eradication of the late arbitrary
impoliticl proceedings""
We are favoured with copies of
many other letters, dated from
the 14th to the 19th of
December last, to Gentlemen in
this city, from several members
of Parliament, eminent
merchants, and Gentlemen of
distinction in London; from
which we have made the
following extracts, viz.
That in general our opposition
to the Stamp Act has been
highly approved in England,
except the acts of violence, the
destruction and plunder of
private property which, though
generally disapproved among
us, and executed by men not at
all concerned in our cause, who
taking occasion, from the
tumults which oppression
naturally produces, to
perpetrate their evil designs
without discovery, furnish the
enemies of the colonies,
authors of their oppression, and
consequently of all the tumults
and disorders arising therefrom,
with arguments which they are
glad to improve against them,
and endeavour to impute to the
general body of their
inhabitants, whom they would
represent as actuated by a
rebellious spirit, disaffected to
the legal government of their
country. These disorders are
generally blamed in England,
but they are even there
commonly imputed to the right
authors; that is, to the
contrivers and promoters of the
late oppressive acts, and
especially the Stamp Act,
calculated to strip us of all our
most valuable inherent rights,
liberty, and property, to
overturn the English
constitution, and reduce us to
the condition of slaves. But the
nature of our grievances, and
the reasons of our conduct,
having been as much as
possible concealed by the
Ministry from the publick in
England, were nor as yet fully
known, so that there were
various opinions concerning
our proceedings; but it was the
general opinion, especially
among the most intelligent
people, that the Stamp Act in
particular ought to be, and
would be, immediately
repealed or suspended, as soon
as the Parliament met, as also
some other oppressive acts and
measures, which were thought
to be injudicious, impolitick
and attended with extreme bad
consequences to Great Britain.",,"March 14, 1766",nonslave
The Virginia Gazette,1,Alexander Purdie and John Dixon,1766_03_21,"March 21, 1766",1766,"NORTH CAROLINA.
WE the subscribers, free and
natural born subjects of George
III. true and lawful King of
Great Britain, and all its
dependencies (whom God
preserve) whose sacred person,
Crown, and dignity, we are
ready and willing, at the
expense of our lives and
fortunes, to defend, being fully
convinced of the oppressive
and arbitrary tendency of a late
act of Parliament, imposing
Stamp Duties on the inhabitants
of this province, and
fundamentally subversive of
the liberties and charter of
North America; truly sensible
of the inestimable blessings of
a free constitution, gloriously
handed down to us by our
brave forefathers, detesting
rebellion, yet preferring death
to slavery, do with all loyalty to
our most gracious sovereign,
with all deference to the just
laws of our country, and with a
proper and necessary regard to
ourselves and posterity, hereby
mutually and solemnly plight
our faith and honour that we
will, at any risk whatever, and
whenever called upon, unite,
and truly and faithfully assist
each other, to the best of our
power, in preventing entirely
the operation of the Stamp Act. BOSTON, February 13.
Extract of a letter from a
Gentleman in London, dated
December 22, 1765.
""The Parliament met last
Tuesday; two days they were
debating the American riots,
which many call rebellion. The
present Ministry are calm and
dispassionate, willing to redress
all grievances; and, than God,
have a majority in both Houses.
Much heat and altercation will
arise to make it a long and
warm sessions. In my next I
hope to give you some more
favourable accounts."" Extract of a letter from London,
dated Dec. 26, 1765.
""My time is greatly taken up in
my attendance on our present
application to Parliament. If the
trade to your parts cannot be
redressed, there is an end to it.
Mr. Grenville was very war at
the opening of the House, but
God be praised he could not
carry his point of fixing the
word rebellion on the late
riotous proceedings of your
parts: It is generally thought, if
the Stamp Act is not repealed,
it will be suspended at least for
three years, at which time the
present Parliament will be
dissolved; and then flatter
ourselves a new Parliament will
have the interest of our
colonies so much at heart as not
to take up the business again.""",in relation to stamp act,"March 21, 1766",nonslave
The Virginia Gazette,1,Alexander Purdie and John Dixon,1766_04_04,"April  4, 1766",1766,"From the Gentleman's
Magazine for Jan. 1776.
The CRISIS; or, a full
defence of the colonies.
In which it is contestibly
proved that the British
constitution has-been
flagrantly violated in the
late STAMP ACT.
THE main argument which the
enemies of the colonies make
use of to justify the act of
Parliament in dispute is that the
British legislature has an
undoubted right of establishing
whatever ordinances it proper
for the regulation of all the
British and that it is an absolute
rebellion against the brity of
the Mother Country for any
part of those dominions to
refuse an implicit obedience to
such ordinances. To this the
Americans reply that as they
are utterly unrepresented in the
Parliament of the Mother
country, a doctrine of this kind
must inevitably rob them of the
most valuable rights which they
ought to possess, as
Englishmen, and reduce them
in an instant, from a nation of
free born subjects, to a set of
the most miserable slaves. Such
is the state of the present
question.
That the Mother Country has
power of imposing what
burthens she thinks proper on
any part of her dominions is a
position so evident that it
cannot possibly admit of a
debate. While she possesses a
force capable of exacting an
obedience to her laws. She
must naturally most agreeable
to her inclination; but it does
not follow, because she is
invested with a power, that she
is invested with right: Nothing
can give a right which is
repugnant to the principles of
equity.",,"April  4, 1766",nonslave
The Virginia Gazette,1,Alexander Purdie and John Dixon,1766_04_11,"April 11, 1766",1766,"""Mr. Grenville was very warm
against the colonies, and is for
enforcing the act. Yesterday I
attended the House again. A
motion had been made that all
advices to the Administration,
from the Governours and
others, should be laid before
the House; and they were
accordingly laid on the table.
Then a motion was made that
they should be printed: This
occasioned many speeches,
desiring that the names of the
Governours and others might
not be printed, nor the places
from whence dated; for that
such persons would fall under
the resentment of the
Americans, and perhaps their
lives and properties might been
dangered: That some
Governours were dependent on
the people for their salaries,
which they might be deprived
of for giving such advice here;
for it seems some of them have
wrote very severe letters
against the colonies. Mr.
Grenville, Nugent, and several
others, opposed the suppression
of any names, and were for
having the whole printed,
saying that this kingdom was
able, and would defend such
Governours, and others, for
being loyal subjects, and doing
their duty among a people who
were in open rebellion. This
word, rebellion, was used by
several others. It was at last
resolved that the said letters
and advices from America
should be printed, leaving out
such parts as might lead to a
discovery of the persons who
wrote them. Tomorrow the
North American merchants
petition will be presented. Mr.
N. and I are ordered to attend
the Committee many other
petitions are come to town; that
of Leeds and Halifax will be
presented by L. G. Sackville,
but I believe as more will be
said or done than to put down a
day to consider them. The 28th
current is set down for
American affairs; then I think
the American remonstrance will
be delivered. I shall constantly
attend the House There are 7.
or 8. persons among us who do
not sign our petition, among
which number I am, as we
perhaps shall be called to the
bar of the House to be
examined, when we had better
not be petitioners. Extract of a letter from London,
January 16.
""In my last I told you the
Parliament would meet upon
the 14th. After his Majesty's
speech, recommending the
situation of the colonies to the
consideration of that august
Assembly, was delivered, the
Common returned to their own
House; and, in considering of
an address to the throne, took
occasion to comment a little
upon the purport of the speech
Mr. G---v---lle. with his wonted
regard to the colonies, uttered
many severe things against the
rebellious Americans, which
drew on a reply from Mr. Pitt.
The first named Gentleman
spoke near an hour and a half,
expatiating largely upon the
late riotous proceedings of the
colonist, and recommending it
to the Houses to make them
sensible of their dependence
upon Great Britain, and
subjection to any laws she
should think proper to impose
upon them. This was answered
by the great and immortal Pitt,
in a speech, wherein he even
exceeded himself. Persuasion
flowed from his tongue, and
conviction of the truth of his
arguments seemed to tread
close upon it. He began by
declaring that at his coming
into the House he did not
intend to say what he now
found himself obliged to utter,
designing to reserve his opinion
until the grand question came
to be discussed on a future day;
but that as an opportunity now
offered, he was glad of the
occasion of delivering his
opinion to the House,
especially as his infirm state of
health rendered it impossible
for him to promise that he
should be able to attend at a
future day; that he was happy
to demand their attention to
what he might offer in favour
of an injured and oppressed
people. He then proceeded to
declare that he thought the tax
illegal, unjust, unfair, and
impolitick, Illegal, because the
people on whom it was laid
could give no assent to it, as
they were not represented in
Parliament. Impolitick, to lay
burthens upon a people from
whom the greatest advantages
are derived to the other
Country; and whose returns
from thence, in the course of ,
have amounted, annually, to
two millions sterling;
advantage not derived from
commerce with any other part
obe. (He he recapitulated the
conduct of the Minister to
America, during several reigns)
And the loss is to be
compensated, by what? By
perhaps fifty thousand pounds
returned annually into the
Exchequer, and obtained,
possibly, by the destruction of
thousands of brave men, and
good subjects. This said he, is a
stroke of policy, founded on the
same grovelling fordid motives,
which ever distinguished that
Gentleman's (pointing to G. G.)
administration. He observed, in
answer to the common
objection of the colonies
contributing towards the
expense incurred in their
defence, that Great Britain had
surely more in view than a
generous motive when she
undertook their defence; that
she had the strongest regard to
her own safety, in the
preservation and enlargement
of her trade and territories. ","regarding stamp act and use of word ""rebellion""; ""rebellious americans"" ","April 11, 1766",nonslave
The Virginia Gazette,1,Alexander Purdie and John Dixon,1766_05_02,"May  2, 1766",1766,"EDINBURGH, March 5.
Extract of a letter from
London, March 1.
MONDAY last the Chairman of
the Grand Committee on the
American Stamp Act (Mr F-ll-
r) reported to a great House the
resolutions to which the
Committee had agreed; they are
in substance as follow:
1. That it is the opinion of the
Committee that his Majesty,
with the advice of Parliament,
has full power and authority to
made laws and statutes of
sufficient force and validity to
bind the colonies and people of
North America.
2. That insurrections and
tumults of the most dangerous
that are have been raised and
carried on in several of the
North American colonies, in
open defiance of the power and
dignity of his Majesty's
government, and in manifest
violation of the laws and
legislative authority of this
kingdom.
3. That the said insurrections
have been greatly countenanced
and inflamed by votes and
resolutions passed in several of
the Assemblies of the said
provinces, highly injurious to
the honour of his Majesty's
government, and tending to
destroy the legal and
constitutional dependence of
said colonies on the Imperial
Crown and Parliament of Great
Britain.
4. That such persons who have
suffered any injury or damage
by manifesting a desire to
comply with and assist in
carrying into execution any acts
to the British Legislature,
relating to the American
colonies, ought to have full and
ample compensation made
them for that same, by the
respective colonies where such
damages were sustained.
5. That all persons who have
manifested their desire to
comply with, and assist in
carrying into execution such
laws, have acted as dutiful and
loyal subjects, and are therefore
entitled to, and will assuredly
have, the protections of the H.
of C. of G. Britain.
6. That all persons who, by
reason of the tumults and
outrages, have not been able to
procure stamp paper, ought to
be indemnified from all
penalties and forfeitures which
they may have incurred by
writing on paper, vellum, &c.
not duly stamped, conformable
to said act.
7. That it is the opinion of the
Committee that the House be
moved for leave to bring in a
bill appeal an act passed last
session, entitled ""An act for
granting and applying certain
stamp duties, and other duties,
in the British colonies and
plantation in America, towards
further defraying the expenses
of defending, protecting, and
securing the same; and for
amending such parts of the
several acts of Parliament,
relating to the trade and
revenues of the said colonies
and plantation, as direct the
manner of determining and
recovering the penalties and
forfeitures therein contained.",insurrections and tumults in America in relation to the stamp act,"May  2, 1766",nonslave
The Virginia Gazette,1,Alexander Purdie and John Dixon,1766_05_16,"May 16, 1766",1766,"The following is a copy of
Grenville's motion in the House
for enforcing the Stamp Act.
He was supported by 134,
among whom were Sir Charles
Hardy (an return for the
kindness and respect shown
him in America ) and General
Abercromby (the hero of
Ticonderoga) 274 opposed the
motion.
Mr. Grenville's motion in the
House of Common.
THAT it is the opinion of this
Committee that an humble
address be presented to his
Majesty, in consequence of the
above resolutions, to express
the indignation and concern of
the House at the dangerous
tumults and insurrections
which have been raised,
inflamed, and carried on, in
several of the colonies in North
America, whereby the
execution of a British act of
Parliament has been actually
defeated. the powers and
dignity of his Majesty's
government set at defiance, and
the legal constitutional
dependence of the said colonies
on Great Britain impaired and
violated; to express our entire
confidence in his Majesty's
Royal wisdom and firmness
that he will give effectual
orders, and take all proper
measures, for preventing any
attempt of the like dangerous
nature for the future, and for
carrying into execution all laws
and statutes, relative to the said
colonies and plantations,
enacted by the supreme
legislature of these kingdoms;
to recommend to his Majesty's
protection and favour his loyal
and dutiful subjects in North
America who have manifested
their desire to comply with, and
to assist in, the execution of the
act passed in the last session of
Parliament, for imposing
certain duties of stamps in the
said colonies, and with the
other statutes of the realm; and
to assure his Majesty that this
House will, in a Parliamentary
way, firmly and steadily
support his Majesty in all such
measures as shall be necessary
for vindicating the rights of
Parliament, and for restoring
order and tranquility to the
colonies."" NEWCASTLE, March 8. The
misfortunes in the family of
Ogilvies we hear is not yet
extirpated, for last Saturday
Alexander Oglivy was, by
warrant of the sheriff,
committed to the Tolbooth in
Edinburgh, for the alleged
crime of bigarny; whose father
(as we are informed ) being
concerned in the late rebellion
was confined in Edinburgh
castle, and broke his neck in
making his escape over the
embrasures facing Livingston's
yard. His eldest son was taken
prisoner at Carlisle, and
suffered an ignominious death
with the rebels there; and his
next son Mr. Thomas Ogilvy of
East Miln, was poisoned by his
wife and his brother. Lieutenant
Patrick Ogilvy, belonging to the
89th regiment of foot who were
impeached by the said
Alexander Ogilvy of incest,
and (in part and art) concerned
in the said murder, both of
whom underwent their trials,
the issue of which has been
mentioned before. And what
adds further to these
melancholy disasters, the
mother of this unfortunate
family we hear is still living.",insurrections and tumults in America in relation to the stamp act,"May 16, 1766",nonslave
The Virginia Gazette,1,Alexander Purdie and John Dixon,1766_05_23,"May 23, 1766",1766,"Letters from St. Kitt's mention
that the French inhabitants of
Old Cape St. Lewis, at
Hispaniola, had made a second
insurrection, more dangerous
than the first; and that a
detachment from Martinico
were upon the point of setting
out, in order to quell them.",,"May 23, 1766",nonslave
The South Carolina Gazette,NA,Peter Timothy,1766_06_02,"June  2, 1766",1766,"To the Printer of the
South-Carolina
GAZETTE.
Dicere verum quid vetat.
AT a time when the hearts of
the people are intoxicated with
joy, for our happy deliverance
from the apprehensions of
oppression and slavery, it may
be supposed a little
extraordinary any steps should
be taken, which might seem to
have a tendency to destroy that
harmony, which ought to, and
which we hope will, subsist
among the different people who
make up our little society.
However illiberal it might be,
to reflect upon any particular
set of men, on account of birth
or country, which are matters of
no consequence; for, in this
respect a Hotteniot, with all his
filth about him, is upon a
footing with the proudest
nation in the universe; yet
resentment becomes every
honest breast for it juries
received; nor is it possible to
conceive, how a proper regard
can be paid to virtue, unless we
feel the warmest indignation
for those dirty prejudices we
daily see in life, and which tend
to stigmatize the characters of
the innocent.—Pudei hœcop
probria nobis.
If a number of men from any
part of the globe to whom
fortune hath not been
remarkably lavish of her
favours, whom hath not made
superior to the rest of creatures,
in the abilities of heat or should
they, like the wandering Jews
seek a land flowing with milk
and honey, whoever it is to be
found, and, like the Jews,
harbour the greatest contempt
for the simple inhabitations
who possess it; should they be
too proud to admit of any
equality with themselves, yet
humble enough, when interest
directs, to mingle with men
whom they affect to despise; if
their reflections are cruel and
unjust, to a people who have
hitherto treated them with
civility, and received them as
fellow-subject; if their whole
conduct in life is suspicious,
partial and can they be
surprised, if we should at
length see through them, and
view them in that light in which
they have viewed others, and
receive to deal with them only
—just as they have dealt with
others? Does not common
sense, common justice, and
even our common safety, press
such a return as absolutely
necessary?
When the different colonies
had taken the constitutional
method of seeking redress of
the injuries they were about to
receive from the Stamp-Act;
when their petitions were
rejected, and the act was upon
the point of being executed; the
people, who had trusted to their
representatives while there was
a possibility of their being of
service, then took the alarm;
were enraged at a treatment
they never deserved; and,
terrified at the prospect of
future slavery, prevented the
officers from enforcing the act.
This was termed
RESOLUTION. This
appellation was given to it, by
a sett of men who certainly
ought to know what rebellion
is, far better than any other of
his Majesty's subjects: They
have been guilty of the crime;
they have felt the chastisement
it deserves. Some old stagers
compared the congress to the
meeting of the Clous in 15 and
45: Take the PRINCIPLES of
each, and judge if the
comparison is just.
The SCOTCH had been
amongst the most violence in
the expulsion of the Stuarts;
they rejoiced at the revolution;
they were incorporated in
Queen Anne's reign, and were
content (God bless them) to
become Englishmen: On a
sudden, they took up arms to
dethrone Majesty, to place the
crown on the supposed
offspring of that family they
had rejected; endeavoured to
overturn the constitution, to
establish a government
destructive of the natural rights
of man and of that government,
ditch is a disgrace to the deity.
This was Resolution indeed? a
Rebellion against God and
man!
The AMERICANS brought
charities, granted by royalty
itself, along with them, in
whatever colony they settle; the
common law attended them;
right of Englishmen were
expressed in their chatters; they
confidence themselves, and
were considered, as entitled to
such rights; they have for a
century enjoyed them, without
interruption: Their loyalty has
been as unshaken as the guards
of his Majesty's most sacred
person; the same lips which in
peace the authors of their
wrongs, spoke with reverence
of Him.
At length a bill, through many
whimsical events, had found its
way through both houses, and
was passed into a law: A bill
which deprived them of the
protection of law, and totally
destroyed these lights which
distinguishes them from the
slaves they command. The
nearest freeholders knew, they
were represented in their own
colonies, by those whom
themselves had effected; not
could they have least
conception of any other
representation: They knew it
was the birthright of
Englishmen; it was their
birthright; it was their best,
their only, security. Many
among them had a more
extensive idea of the
constitution; they knew it was
not in their power to yield up
the rights, which their children
were equally entitled to: They
knew, they could not forfeit
them without committing
certain crimes; they had
committed none; no crimes
were laid to their charge; they
know, in every free
constitution, let the form of
government be what it would,
resistance was sometimes laun
They knew the revolution was
brought about the principles of
resistance; that it could be just
fled from no other principles;
and to these principle they were
indebted for the present royal
They bought resistance in them
was a virtue, because the two
blessings, for the sole
protection of which men enter
into society, their liberty and
their property, were at stake:
They knew the power of them
mother country; and had she
her force, their ruin would have
been inevitable; but through the
honest impressions of
education, and notions derived
from old story-books, whipt
into them when they were boys
perhaps, they thought it more
generous to perish, in that ruin,
than to have lived to see their
offspring subject to the daring
insults of every son of Mars, or
to behold their country reduced
to that desart which their
fathers found it. The SCOTCH
endeavoured to introduce a
despotio government in church
and state. We, like the Barons
of old; cried out, ""Nolumas
leges Anglœ mutari:"" If this be
REBELLION, we are slaves
indeed.
As to the irregularities of the
people, they were to be
lamented; but he who implicitly
condemns, known as little of
man as of government. The
multitude never leave their
occupations to turn politicians,
but when they feel oppression:
Actuated by those passions
which nature has given them,
directed solely by what they
suffer, they will fly from one
extreme to the other, and be
violent in their friendships, or
implacable in their resentment:
And if they were sometimes
hurried too for, let it be
remembered, their anger was
perpetually fed by the idlest
reports; and others, through the
meanest of passions, (their
avarice) were undermining
their worthy intentions, by
every invention that could be
thought of. The torrent could
not have been stopt, but it
might have been diverted, so as
to prove altogether harmless. If
those who were more interested
as they had more to lose, had
mingled with the croud, and
assisted them with their advice,
the people might have been
brought to submit to any thing,
but admitting the act.
I know not for what reason, but
the minds of the freeholders
were inflamed at the last
election, by many a hearty
damn to be ove bottles, bowls
and glasses: A violent
opposition succeeded; and the
richer folks were terrified at a
spirit which themselves had
conjured up; but instead of
endeavouring to reduce the
they had kindled, like the
sluggish tortoise, they shrunk
within their own shells at every
supposed danger. If adversity
drags out EVERY lurking
virtue from the breast (good
God!) what a country do we
live in.
However, we ALL meant, it
now seems, equally well,
though we did not mean to run
the same risk; and when the
news of our deliverance from
impending bondage arrived, we
ALL rejoiced. Of all God's
creatures, Man is the most
inaccountable; his ways are
unsearchable for wisdom, and
there is no finding out his
understanding. They who had
accused us of Rebellion
rejoiced most (outwardly I
mean); like good Christians
they let their light. SO shine
before men, that they might
SEE thing works: They stuck
up tallow in their windows, and
shewed their zeal for Liberty at
the expence of a few farthing
candles. Strange! That they
should light their houses for the
success of REBELLION! and
that a second night too, which
we all now know was entirely
occasioned by them.
Happy, thrice happy race of
men? whose frames are so
peculiarly adapted to the
different circumstances of life,
that, let whatever side prevail,
you can lift up your hands and
join your joyful voices. Had
America bled at every pore, for
crimes she never committed,
for crimes which all her sons
abhor, you might have stood
aloof and enjoyed your posts.
Had her towns been fired, like
another Nero, you might have
played on your instruments,
and sung Te Deum at the
conflagration. But when one
good, one great, one wise man's
influence had saved us from
impending ruin, like to
converted Paul, when the scales
were dropt from his eyes, the
truth beamed forth in all her
native beauty, and persecution
becomes abominable.
I shall take my leave with a
well known story. Archbishop
Sharp had been a staunch whig
in the earlier part of his life,
and when it suited; became a
story in the reign of Queen
Anne: At length he found they
intended to introduce the
PRETENDER, and he trembled
for his dignities in the church;
away he goes, commissioned
by his brethern the good
bishops, to the Earl of
Wharton, who headed the
whigs, and informed his
lordship, he was very sorry
they had so long been of
different sides, altho' he was
sure they had the same
meaning in what they did; that
the had found out the wicked
intentions of the tories, and was
not come to offer him the
service of the lords spiritual.
His lordship replied, he was
very glad to find they were
convinced of their error; but
before he would enter into any
business, begged leave to
mention a little domestick
affair that had just happened:
My Lord, I am an old
sportsman; I love does, and am
very careful in breeding them;
the other day I had a litter from
the breed of my old master
King William, whom you know,
I admired in the choice of all
his, creatures; I waited the
usual time, in expectation of
their opening their eyes, and it
was a matter of amazement
they continued so long blind, as
they had a good dam and an
excellent fuckler; thus
disappointed day after day, and
week after week, I grew angry,
and ordered the huntsman to
throw them into the river; and
what do you think, my lord!
when the puppies were
drowning, they all their eyes.",important editorial piece in reaction to the stamp act,"June  2, 1766",nonslave
