document,count_sents,all_passives,passive_count,passive_sents_count,passive_percentages,binary,doc_id,file_name,date
"These various Passions, preying with Violence on his turbulent and aspiring Mind, determined him to overturning that Domination to which he could not submit.",1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"At first he though of an Alliance with the King of France, and even proposed it to the French Ambassadour at Rome;",1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"and, after expelling Doria, together with the Imperial Faction, by his Assistance, he resolved to put the Republick under the Production of that Monarch, hoping, in Return for that Service, to be intrusted with the principal Share in the Administration of Government.",1,['be intrusted'],1,1,1.0,1,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"But, having communicated his Scheme to a few chosen Confidants, from whom he kept Nothing secret, Verrina, the Chief of them, a Man of desperate Fortune, capable alike of advising and executing the most audacious Deeds, remonstrated with Earnestness against the Folly of exposing himself to the most imminent Danger, while he allowed another to reap all the Fruits of his Success;",1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"and exhorted him warmly to aim himself at that Preeminence in his Country to which he was destined by his illustrious Birth, was called by the Voice of his Fellow Citizens, and would be raised by the Zeal of his Friends.",1,"['was destined', 'was called', 'would be raised']",3,1,1.0,1,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"This Discourse opened such vast Prospects to Fiesco, and so suitable to his Genius, that, abandoning his own Plan, he eagerly adopted that of Verrina.",1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"The other Persons present, though sensible of the hazardous Nature of the Undertaking, did not choose to condemn what their Patron had so warmly approved.",1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"It was instantly resolved, in this dark Cabal, to assassinate the two Dorias, as well as the principal Persons of their Party, to overturn the established System of Government, and to place Fiesco on the ducal Throne of Genoa.",1,['was instantly resolved'],1,1,1.0,1,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"Time, however, and Preparations, were requisite to ripen such a Design for Execution;",1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"and, while employed in carrying on these, Fiesco made it his chief Care to guard against every Thing that might betray his Secret, or create Suspicions.",1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
The Disguise he assumed was of all others the most impenetrable.,1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
He seemed to be abandoned entirely to Pleasure and Dissipation.,1,['be abandoned'],1,1,1.0,1,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"A perpetual Gaiety, diversified by the Pursuit of all the Amusements becoming his Age and Rank, engrossed, in Appearance, the Whole of his Time and Thoughts.",1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"But, amidst this Hurry of Dissipation, he prosecuted his Plan with the most cool Attention, neither retarding the Design by a timid Hesitation, nor precipitating the Execution by an Excess of Impatience.",1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"He continued his Correspondence with the French Ambassadour at Rome, though without communicating to him his real Intentions, that by this Means he might secure the Protection of the French Arms, if hereafter he should find it necessary to call them to his Aid.",1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"He entered into a close Confederacy with Farness, Duke of Patina, who, being disgusted with the Emperour for refusing to grant him the investiture of that Dutchy, was eager to promote any Measure that tended to diminish his Influence in Italy, or to ruin a Family so implicitly devoted to him as that of Doria.",1,['being disgusted'],1,1,1.0,1,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"Being sensible that, in a maritime State, the Acquisition of naval Power was what he ought chiefly to aim at, he purchased four Gas from the Pope, who probably was not unacquainted with the Design which he had formed, and did not disapprove of it.",1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"Under Colour of sitting out one of there Gallies to sail on a Cruise against the Turks, he not only assembled a good Number of his own Vassals, but engaged in his Service many hold Adventure, whom the Trace between the Emperour and Syman had ved of their usual Occupation and Subsistence.",1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"While Fiesco was taking these important Steps, he preserved so admirably his usual Appearance of being devoted entirely to Pleasure and Amusement, and paid Court with such artful Address to the two Dorias, as imposed not only on the generous and unsuspicious Mind of Andrew, but received Ganntino, who, of his own criminal Intention, was more apt to the Designs of others.",1,['being devoted'],1,1,1.0,1,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
So many Instruments being now preped.,1,['being now preped'],1,1,1.0,1,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
Nothing remanded but to strike the Blow.,1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"Various Consultations were held by Fiesco with his , in Order to settle the Manner of doing it with the greatest and .",1,['were held'],1,1,1.0,1,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"At first they proposed to murder he Dorias, and that dating the C on of high M in the hut, new way often assent from these Soleme on Account great Age, that Design was said .",1,['was said'],1,1,1.0,1,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"It was that invite the Uncle and Nephew, with auth whom he had marked out as Victims, to his House, where it would to cut thus off at once, without Danger of re that, as leave on the Day when they has it became likewise after .",1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"They by open what they by the Night The line was great as the D of the Year on the prefect society in w they remained, without the or D of that Storm which had and was now ready over their Heads.",1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
From then which stood by in the Middle of a large Court Wall.,1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"The Gates had been set in the Me and all Persons, without Distinction were allowed to ;",1,"['had been set', 'were allowed']",2,1,1.0,1,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"but strong Guards with in the Court, suffered no One to return.",1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"Verrina, mean White, and a few Persons trusted with the Secret of the Conspiracy, after conducting Fiesco.",1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"Va as well as the Crews of his Gather, into the Palace, in small Bodies, with as little Noise as possible, dispersed themselves through the City, and in the Name of their Patron, invited to an Entertainment the principal Citizens whom they knew to be disgusted with the Administration of the Dorias, and to have both Inclination and Courage to attempt a Change in the Government.",1,['be disgusted'],1,1,1.0,1,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
Of the vast Number of Persons who now filled the Palace a few only knew for what Purpose they were assembled;,1,['were assembled'],1,1,1.0,1,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"the rest, astonished at , instead of the Preparations for a Feast, a Court crowded with armed Men, and Apartments tilled with the Instruments of War, gazed on each other with a Mixture of Impatience, Curiosity, and Terrour.",1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"While their Minds were in this State of Suspense and Agitation, Fiesco appeared.",1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"With a Look of Alacrity and Confidence, he addressed himself to the Persons of chief Distinction, telling them that they were not now called to partake of the Pleasure of an Entertainment, but to join in a Deed of Valour which would lead them to Liberty and immortal Renown.",1,['were not now called'],1,1,1.0,1,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"He set before their Eyes the exorbitant as well as intolerable Authority of the elder Doria, which the Ambition of Cinetino and the Partiality of the Emperour to a Family more devoted to him than to their Country, was about to enlarge and to sender perpetual.",1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"This unrighteous Domination, continued he, you have now in your Power to subscriber, and to establish the Freedom of your Country on a firm Basis.",1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
The Tyrants must be cut off.,1,['must be cut'],1,1,1.0,1,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
I have taken the most effectual Measures for this Purpose.,1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
My Associates are numerous.,1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"I can depend on Allies and Protectors, is necessary.",1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"Happily, the Tyrants are as secure as I have been provident.",1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"Their insolent Contempt of their Countrymen has banished the Suspicion and Timidity which usually render the guilty quick signed to discern, as well as sagacious to guard against the Vengeance which they deserve.",1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
They will now feel the Blow before they suspect any hostile Hand to be nigh.,1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"Let us then sally forth, that we may deliver our Country by one generous Effort, almost unaccompanied with Danger, and certain of Success.",1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"These Words, uttered with that irresistible Favour which animates the Mind when roused by great Objects, made the desired Impression on the Audience.",1,"['roused by great Objects, made the desired Impression on the Audience']",1,1,1.0,1,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"Fiesco's Vassals, ready to execute whatever their Master should commanded, received his Discourse with a Murmur of Applause.",1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"To many, whose Fortunes were desperate, the License and Confusion of an Insurrection afforded an agreeable Prospect.",1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"Those of higher Rank, and more ous Sentiments, durst not discover the Surprise or Honour with which they were struck at the Proposal of an Enterprise so unexpected and atrocious;",1,['were struck'],1,1,1.0,1,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"as each imagined the other to be in the Secret of the Conspiracy, and saw himself surrounded by Persons who waited only a Signal from their Leader to perpetrate the greatest Crime.",1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"With one Voice them all applauded, or feigned to applaud, the Undertaking.",1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"Having thus fixed and encouraged his Associates, before he gave them his last Orders he hastened for a Moment to the Apartment of his Wife, a Lady of the noble House of Cibo, whom he loved with tender Affection and whose Beauty and Virtue rendered her worthy of his Love.",1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"The Noise of the armed Men who crowded the Court and Palace having long before this reached her Ears, she concluded some hazardous Enterprise to be in Hand, and she trembled for her Husband.",1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
He found her in all the Anguish of Uncertainty and Fear;,1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"and, as it was now impossible to keep his Design concealed, he informed her of what he had undertaken.",1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"The Prospect of a Scene so full of Horrour, as well as Danger, completed her Agony;",1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"and, foreboding immediately in her Mind the final Issue of it, she endeavoured, by her Tears, her and her Despair, to divert him from his Purpose.",1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"Fiesco, after in to soothe and to inspire her with Hope, broke from a Situation into which an Excess of Tenderness had unwarily seduced him, though it could not shake his Resolution.",1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"""Farewell, he cried, as he quitted the Apartment, you shall other never see me more, or you shall behold tomorrow every Thing in Genoa subject to your Power."" As soon as he rejoined his Companions he allotted each his proper Station;",2,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"some were appointed to assault and the different Gates of the City, some to make themselves Masters of the principal or Places of Strength.",1,['were appointed'],1,1,1.0,1,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"Fiesco received for himself the Attack of the Harbour where Doria's Gallies were laid up, as the Post of chief Importance, and of greatest Danger.",1,['were laid'],1,1,1.0,1,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"It was now Midnight, and the Citizens slept in the Security of Peace, when this Band of Conspirators, numerous, desperate, and well armed, rushed out to execute their Plan.",1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"They surprised, without Resistance, some of the Gates.",1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"They got Possession of others, after a sharp Conflict with the Soldiers on Guard.",1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"Verrina, with the Galley which had been fitted out against the Turks, blocked up the Month of the Dorsna, or little Harbour where Doria's Fleet lay.",1,['had been fitted'],1,1,1.0,1,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"All Possibility of Escape being by this Precaution cut off, when Fiesco attempted to enter the Gallies from the Shore to which they were made fast, as they were unrigged and disarmed, having no Crew on Board but the Slaves chained to the Oar, they were in no Condition to make Resistance.",1,['were made'],1,1,1.0,1,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"Every Quarter of the City was now filled with Noise and Tumult, all the Streets resounding with the Cry of ""Fiesco and Liberty."" At that Name, so popular and beloved, many of the lower Rank took Arms, and joined the Conspirators.",2,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"The Nobles and Partisans of the Aristocracy, astonished or affrighted, shut the Gates of their Houses, and thought of Nothing but securing them from Pillage.",1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"At last, the Noise, excited by this Scene of Violence and Confusion, reached the Palace of Doria.",1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
Giann started immediately from his Bed;,1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"and, imagining that it was occasioned by some Mutiny among the Sailors, rushed out with a few Attendants, and hurried towards the Harbour.",1,['was occasioned'],1,1,1.0,1,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"The Gate of St. Thomas, through which he had to pass, was already in the Possession of the Conspirators, who, the Moment he entered, sell upon him with the utmost Fury, and murdered him on the Spot.",1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"The same must have been the Fate of the elder Doria, if Jerome de Fiesco had executed his Brother's Plan, and had proceeded immediately to attack him in his Palace;",1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"but, he from the sordid Consideration of preventing its being plundered amidst the Confusion, having forbid his Followers to advance, Andrew got Intelligence of his Nephew's Death, as well as of his own Danger, and, mounting on Horseback, saved himself by Flight.",1,['being plundered'],1,1,1.0,1,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
Mean While a few Senators had the Courage to assemble in the Palace of the Republick.,1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"At first some of the most daring among them attempted to rally the scattered Solders, and to attack a Body of the Conspirators;",1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"but, being repulsed with Lose, all agreed that Nothing now remained but to treat with the Party, which seemed to be irresistible.",1,['being repulsed'],1,1,1.0,1,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"Deputies were accordingly sent to learn of Fiesco what were the Concessions with which he would be satisfied, or rather to submit to whatever Terms he should please to prescribe.",1,['were accordingly sent'],1,1,1.0,1,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"But by this Time Fiesco, with whom they were empowered to negotiate, was no more.",1,['were empowered'],1,1,1.0,1,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"Just as he was going to leave the Harbour, where every Thing had succeeded to his Wise, that he might join his victorious Companions, he heard some extraordinary Uproar on Board the Admiral Galley.",1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"Alarmed at the Noise, and seating that the Slaves might break their C, and overpower his Associates, he ran thither;",1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"but, the Plank which reached from the Shore to the Vessels happening to overturn, he fell into the Sea, whilst he hurried forward too precipitately.",1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"Being loaded with heavy Armour, he sunk to the Bottom, and per in the very Moment when he must have taken full Possession of every Thing that his ambitious.",1,['Being loaded'],1,1,1.0,1,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
Heart could desire.,1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"Verrina was the first who discovered this fatal Accident, and, foresting, at once, all its Consequences, concealed it with the utmost Industry from every One but a few Leaders of the Comp Nor was it difficult, amidst the Darkness and Confusion of the Night, to have kept it secret, until a Treaty with the Senators should have put the City in the Power of the Co. All then Hopes of th were disconcerted by the Imprudence of Jerome Fiesco, who, when the Deputies of the Senate inquired for his Brother, the Count of Lavagna, that they might make their Proposals to him, replied, with a child Vaty.",2,['were disconcerted'],1,1,0.5,1,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"""I am now the only Person to whom that Title belongs, and with treat."" These Wo covered both to his Friends and Enemies what happened, and me Impression which might upon .",2,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"The Deputies, this Event the only One which modern might turn to that Adventure.",1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
"with the to the Change in their Circumstances, and made high W they endeavoured to gun Time by the Negation, the rest of the Se and Body of the Republick.",1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
On the Hard the Conde at the Death of a Man whom and pl away and .,1,[],0,0,0.0,0,274,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/Corpora_final/CorpusThree_text_files/text_1771_02_28_row_274.txt,1771_02_28
